start1024
0.225092,0.236430,0.225477,0.233028,0.233658,0.234255,0.225122,0.235740,0.233539,0.228436,0.233277,0.235924,0.232715,0.232678,0.233316,0.239297,0.227474,0.230180,0.232018,0.230002,0.234047,0.233978,0.235987,0.233349,0.232988,0.225809,0.235094,0.229677,0.232988,0.224840,0.235745,0.235352,0.234312,0.230633,0.230316,0.233760,0.233131,0.229711,0.233861,0.230862,0.235901,0.234068,0.225962,0.233295,0.235424,0.230658,0.233034,0.233255,0.231996,0.233500,0.232617,0.232847,0.236581,0.232835,0.225768,0.232924,0.230900,0.238179,0.223688,0.231535,0.233878,0.232488,0.230556,0.231474,0.233693,0.231878,0.233800,0.229542,0.234088,0.236099,0.233897,0.232692,0.234309,0.231253,0.235071,0.238448,0.228983,0.232043,0.233337,0.226629,0.231688,0.225315,0.233900,0.231282,0.235143,0.231970,0.229540,0.241835,0.227209,0.244173,0.234247,0.237631,0.230637,0.223409,0.235869,0.236632,0.235453,0.235953,0.237108,0.228049,start2048
0.233878,0.244156,0.240712,0.235350,0.239652,0.237471,0.236081,0.223732,0.228417,0.238733,0.234280,0.246207,0.242097,0.239482,0.242435,0.229137,0.242785,0.243037,0.239679,0.239968,0.241186,0.236175,0.245716,0.242928,0.245103,0.232208,0.237886,0.242048,0.240153,0.238395,0.236327,0.231143,0.236594,0.242796,0.224468,0.239878,0.237167,0.240438,0.229881,0.239111,0.231288,0.237307,0.234912,0.238101,0.227535,0.233388,0.233790,0.238375,0.234853,0.240701,0.238780,0.235199,0.239317,0.232583,0.243317,0.241160,0.235000,0.238972,0.237210,0.236998,0.242901,0.236459,0.235848,0.237498,0.233031,0.239837,0.239494,0.237885,0.234102,0.239490,0.236794,0.237985,0.236462,0.238267,0.237364,0.238427,0.242221,0.240569,0.242699,0.237309,0.238067,0.244166,0.232303,0.240126,0.239282,0.246451,0.227347,0.244640,0.240935,0.239758,0.234475,0.242566,0.235232,0.241539,0.241397,0.240673,0.239266,0.238831,0.240701,0.237856,start3072
0.244640,0.247884,0.243837,0.243073,0.243418,0.247719,0.237581,0.249501,0.238246,0.247153,0.249105,0.235269,0.237831,0.247517,0.249734,0.249645,0.230305,0.246832,0.248814,0.237182,0.236897,0.247010,0.242526,0.236653,0.243373,0.240263,0.242534,0.240471,0.245254,0.245741,0.239226,0.242180,0.246151,0.239373,0.240612,0.242970,0.242063,0.244422,0.245139,0.244393,0.248247,0.246209,0.244552,0.242119,0.246036,0.243822,0.238950,0.240038,0.247257,0.244607,0.246941,0.240110,0.247683,0.243924,0.244722,0.240664,0.245409,0.248532,0.244285,0.239583,0.239065,0.244415,0.245565,0.243107,0.241866,0.238790,0.243915,0.240762,0.238724,0.240210,0.242986,0.236024,0.245674,0.245737,0.249495,0.240881,0.237167,0.243798,0.243572,0.246670,0.235982,0.244951,0.231335,0.230370,0.240025,0.240872,0.237927,0.235796,0.249905,0.242671,0.248290,0.251334,0.240368,0.248158,0.238464,0.250913,0.235623,0.248391,0.239950,0.245103,start4096
0.256963,0.262257,0.242779,0.261027,0.254267,0.252834,0.250310,0.252754,0.247253,0.247798,0.242610,0.257275,0.248245,0.251721,0.244697,0.243035,0.239565,0.253194,0.251940,0.253370,0.253662,0.255119,0.254073,0.248846,0.258031,0.253291,0.260411,0.254373,0.245842,0.253673,0.254603,0.255019,0.254148,0.254306,0.244924,0.256456,0.247909,0.250660,0.246193,0.252306,0.249079,0.242214,0.244668,0.249741,0.245974,0.254581,0.258097,0.249380,0.248863,0.253056,0.252934,0.255888,0.249426,0.254285,0.246722,0.252329,0.251695,0.252747,0.248710,0.253926,0.253836,0.251542,0.257166,0.252390,0.252829,0.245080,0.255200,0.259779,0.245234,0.250542,0.250870,0.243028,0.257175,0.257838,0.252797,0.246200,0.250733,0.254258,0.252758,0.255923,0.242596,0.239256,0.255539,0.246730,0.251135,0.255512,0.255120,0.248705,0.253271,0.258960,0.252812,0.244785,0.256056,0.256274,0.249104,0.248536,0.257205,0.240836,0.244358,0.257813,start5120
0.246559,0.252627,0.261392,0.258804,0.256230,0.252155,0.256273,0.253846,0.249019,0.257114,0.254452,0.260794,0.254937,0.256431,0.253823,0.260632,0.259958,0.259170,0.263813,0.248807,0.257727,0.259080,0.255214,0.253511,0.249005,0.255924,0.259175,0.257287,0.256867,0.259061,0.260473,0.253008,0.260895,0.259382,0.258330,0.255207,0.262450,0.257577,0.252859,0.250214,0.257617,0.260173,0.256359,0.253607,0.254031,0.254218,0.260840,0.257811,0.258931,0.253514,0.257502,0.257912,0.252306,0.258692,0.260510,0.257261,0.253089,0.258271,0.262482,0.255162,0.258565,0.248228,0.254212,0.255128,0.251603,0.258335,0.256422,0.256838,0.262334,0.258247,0.259219,0.257735,0.262419,0.257944,0.251062,0.256813,0.255916,0.255844,0.257005,0.249615,0.247017,0.251724,0.256524,0.250011,0.247773,0.260912,0.261488,0.250723,0.258067,0.253972,0.259039,0.263886,0.249155,0.257741,0.262020,0.257238,0.261608,0.249844,0.259700,0.249240,start6144
0.264873,0.265836,0.273432,0.259739,0.275384,0.259934,0.265158,0.271597,0.261797,0.265891,0.271195,0.266438,0.267756,0.262088,0.268694,0.259757,0.267073,0.270055,0.260688,0.268172,0.255645,0.264683,0.272411,0.268655,0.263821,0.272317,0.267149,0.266963,0.268146,0.268813,0.264684,0.262891,0.261387,0.270697,0.266662,0.269582,0.265789,0.269719,0.270693,0.267457,0.261342,0.263510,0.267920,0.260297,0.266498,0.264073,0.268424,0.270659,0.258067,0.267811,0.263465,0.264167,0.270428,0.271445,0.260995,0.260001,0.270494,0.261745,0.257704,0.263873,0.261785,0.266184,0.267694,0.262962,0.256205,0.265870,0.269788,0.256341,0.271494,0.266124,0.269353,0.269204,0.271189,0.267291,0.268871,0.268671,0.262127,0.266855,0.264071,0.268540,0.257087,0.265452,0.260676,0.273128,0.262296,0.268142,0.269225,0.270905,0.258047,0.258885,0.269428,0.267138,0.267263,0.265104,0.262535,0.266042,0.268121,0.264514,0.262984,0.255915,start7168
0.268876,0.281762,0.269860,0.270228,0.273075,0.272054,0.267581,0.267626,0.274907,0.274854,0.276779,0.272683,0.274269,0.278643,0.272851,0.280575,0.272420,0.277857,0.274944,0.274913,0.271200,0.279229,0.271827,0.275641,0.271601,0.268332,0.279761,0.274290,0.276204,0.275928,0.281731,0.274535,0.270210,0.277226,0.272318,0.276346,0.280848,0.276109,0.276246,0.277986,0.275320,0.274969,0.279571,0.278314,0.282222,0.280734,0.271900,0.269123,0.280247,0.276412,0.280993,0.264913,0.268906,0.278032,0.278932,0.276943,0.282273,0.275371,0.280329,0.276497,0.275651,0.279145,0.275288,0.280242,0.283068,0.274935,0.274940,0.278093,0.272197,0.272282,0.275044,0.271872,0.276028,0.280546,0.264493,0.269215,0.275761,0.279562,0.277272,0.276416,0.272676,0.279760,0.274301,0.279084,0.273979,0.274696,0.271231,0.276380,0.266844,0.277441,0.274866,0.279522,0.273375,0.274301,0.270230,0.275124,0.272026,0.280179,0.274168,0.273941,start8192
0.286833,0.282277,0.283931,0.287058,0.282714,0.292491,0.280108,0.284451,0.286690,0.284122,0.280887,0.286002,0.290219,0.289972,0.282561,0.279216,0.286884,0.282880,0.289883,0.278712,0.288541,0.288470,0.280139,0.285760,0.289014,0.293423,0.280364,0.285786,0.291997,0.287370,0.284177,0.287292,0.276857,0.283019,0.286666,0.284025,0.280586,0.282532,0.289071,0.285776,0.287341,0.285531,0.288716,0.285990,0.287223,0.281863,0.288803,0.286541,0.285128,0.285514,0.287295,0.288326,0.286649,0.285618,0.289655,0.282395,0.287251,0.284840,0.288110,0.285299,0.286175,0.284829,0.288386,0.282831,0.279100,0.286434,0.275514,0.277475,0.283173,0.288309,0.289891,0.284762,0.286759,0.285371,0.287428,0.290050,0.289151,0.277312,0.280093,0.287563,0.284216,0.289740,0.282843,0.290763,0.284661,0.289104,0.285866,0.287026,0.283793,0.284612,0.287630,0.285777,0.290591,0.291639,0.286316,0.285786,0.279118,0.286623,0.284568,0.288650,start9216
0.307065,0.308071,0.302987,0.306535,0.308498,0.300216,0.304504,0.307008,0.304033,0.298292,0.306710,0.306079,0.307987,0.299113,0.306360,0.302423,0.300968,0.306032,0.300680,0.307822,0.302329,0.301864,0.305084,0.305650,0.300397,0.302336,0.303698,0.301332,0.303758,0.305952,0.302175,0.304137,0.304543,0.303278,0.304461,0.302169,0.305640,0.302922,0.297190,0.296750,0.309031,0.307270,0.302447,0.300501,0.312394,0.303426,0.308388,0.304644,0.301968,0.305412,0.305865,0.307740,0.302922,0.299470,0.304308,0.305480,0.301490,0.300010,0.308959,0.309088,0.308140,0.308669,0.302561,0.304182,0.303804,0.301146,0.296858,0.294848,0.295746,0.299119,0.301600,0.298798,0.305113,0.306147,0.301979,0.302794,0.305935,0.302896,0.304952,0.301259,0.306727,0.308821,0.305824,0.306048,0.304471,0.299983,0.304998,0.304432,0.305723,0.305632,0.298661,0.302603,0.299503,0.306131,0.305692,0.305814,0.306372,0.302918,0.300181,0.308534,start10240
0.321283,0.317558,0.319889,0.319182,0.323135,0.320664,0.316113,0.310907,0.313673,0.321081,0.311379,0.311861,0.320328,0.320307,0.321077,0.317964,0.312896,0.308830,0.321538,0.322701,0.312682,0.314560,0.321533,0.313765,0.323747,0.315790,0.315759,0.319532,0.321742,0.320961,0.316058,0.319837,0.308749,0.315153,0.308452,0.321832,0.323718,0.315224,0.314562,0.299506,0.318411,0.315522,0.314372,0.319421,0.316425,0.322124,0.314478,0.319027,0.318463,0.320633,0.305105,0.320029,0.318526,0.318266,0.318282,0.323300,0.307847,0.318070,0.310576,0.307363,0.317858,0.322623,0.318105,0.315856,0.322978,0.314371,0.318388,0.318082,0.312535,0.317068,0.316471,0.319708,0.313282,0.320604,0.315543,0.323523,0.308645,0.320134,0.319911,0.319283,0.324801,0.321542,0.312538,0.311482,0.314485,0.313154,0.317940,0.318823,0.313437,0.320024,0.319257,0.320835,0.318642,0.315128,0.313719,0.317778,0.317812,0.319418,0.317825,0.313165,
