start1024
0.054079,0.055230,0.060646,0.059470,0.058784,0.058732,0.058859,0.064880,0.060550,0.060627,0.059949,0.055935,0.064143,0.056752,0.058918,0.065859,0.058663,0.061180,0.060002,0.055611,0.056814,0.062546,0.061214,0.060513,0.062771,0.063190,0.064371,0.061243,0.061069,0.058463,0.056075,0.051971,0.062487,0.070741,0.059980,0.059695,0.061733,0.066984,0.061483,0.060243,0.058501,0.057444,0.061468,0.057974,0.059871,0.061835,0.059910,0.055372,0.054474,0.060970,0.058611,0.059091,0.063948,0.060008,0.061576,0.061068,0.054569,0.060753,0.059318,0.062808,0.060865,0.055867,0.059648,0.059625,0.059736,0.060211,0.056377,0.057429,0.057059,0.060430,0.060068,0.060589,0.060572,0.062113,0.058030,0.059888,0.057965,0.060097,0.064322,0.058788,0.060466,0.062333,0.060716,0.060290,0.050160,0.060380,0.054248,0.061126,0.058107,0.059247,0.057909,0.058680,0.055760,0.060973,0.055279,0.060410,0.062542,0.054335,0.060473,0.049501,
0.058840,0.056553,0.061525,0.057035,0.061875,0.054858,0.065970,0.065944,0.063357,0.060359,0.064088,0.075292,0.057908,0.062089,0.075587,0.060904,0.064467,0.063345,0.062099,0.062264,0.062135,0.064442,0.061428,0.066471,0.054484,0.061438,0.060231,0.057364,0.062028,0.061343,0.062200,0.063176,0.060672,0.064542,0.064781,0.061158,0.058632,0.059805,0.061591,0.063856,0.062766,0.059751,0.061090,0.064708,0.064983,0.057853,0.059809,0.062500,0.060695,0.059529,0.060029,0.061039,0.060440,0.064807,0.062081,0.064527,0.062920,0.062346,0.063420,0.061639,0.062605,0.069199,0.054999,0.060878,0.061883,0.064969,0.061075,0.066285,0.060132,0.062648,0.063581,0.063123,0.064411,0.054448,0.062706,0.076858,0.065350,0.066265,0.063349,0.062714,0.061827,0.059654,0.064010,0.068662,0.061090,0.060791,0.064517,0.062366,0.064900,0.063744,0.061905,0.062973,0.059730,0.064341,0.064483,0.063336,0.063668,0.061847,0.061538,0.068028,
0.064119,0.062665,0.065183,0.064902,0.067853,0.067319,0.073236,0.063059,0.077017,0.063702,0.065424,0.064058,0.064275,0.068820,0.063898,0.067924,0.066761,0.063565,0.065990,0.064220,0.064719,0.065862,0.076494,0.062965,0.065163,0.064541,0.062255,0.064566,0.065331,0.068139,0.065530,0.067118,0.064956,0.067473,0.066470,0.066621,0.065135,0.067455,0.068011,0.067872,0.064318,0.069189,0.064691,0.064443,0.065703,0.065042,0.064827,0.074525,0.068257,0.066907,0.063549,0.064242,0.067355,0.063453,0.069501,0.063376,0.066818,0.077868,0.066122,0.072751,0.063216,0.063964,0.064568,0.066998,0.064267,0.064749,0.066819,0.065289,0.078984,0.067362,0.066341,0.066261,0.064840,0.067153,0.063763,0.063072,0.064925,0.067986,0.064585,0.082575,0.064952,0.061700,0.063614,0.059003,0.063757,0.069135,0.067792,0.065466,0.065717,0.066102,0.067582,0.064644,0.062522,0.065340,0.063042,0.065853,0.062254,0.066463,0.072406,0.078114,
0.069890,0.067836,0.070929,0.074487,0.068225,0.066368,0.070024,0.070900,0.073528,0.079854,0.071504,0.072874,0.074466,0.070605,0.069746,0.072731,0.068444,0.071752,0.070289,0.071986,0.071248,0.073834,0.069901,0.068341,0.072380,0.069362,0.066326,0.075097,0.071971,0.071746,0.087675,0.070078,0.074690,0.072104,0.067859,0.067665,0.073102,0.075649,0.087563,0.070045,0.068287,0.073835,0.071414,0.073526,0.065176,0.067864,0.062577,0.071339,0.070720,0.071959,0.069273,0.065478,0.068614,0.073712,0.074821,0.073633,0.066556,0.069772,0.071089,0.067967,0.070904,0.067215,0.069945,0.080046,0.070145,0.070513,0.070729,0.070622,0.065487,0.078985,0.068023,0.070270,0.070614,0.069754,0.072120,0.072137,0.068906,0.066900,0.072664,0.067987,0.083148,0.067916,0.082523,0.073887,0.066564,0.069035,0.068240,0.070827,0.079435,0.070244,0.078179,0.069052,0.067958,0.093201,0.074568,0.072265,0.063250,0.072184,0.072194,0.069553,
0.072419,0.073633,0.086105,0.078462,0.069969,0.072375,0.071096,0.077322,0.070517,0.076378,0.068923,0.073169,0.067044,0.072643,0.070960,0.075957,0.070346,0.074679,0.078391,0.073191,0.072233,0.075549,0.071952,0.072826,0.074690,0.068933,0.070556,0.082503,0.069690,0.073261,0.075128,0.072100,0.074494,0.073757,0.068390,0.073141,0.071194,0.075427,0.072000,0.073515,0.072881,0.080974,0.084890,0.074929,0.076241,0.078450,0.073142,0.090355,0.062807,0.070838,0.068296,0.065867,0.066709,0.076032,0.065892,0.074650,0.070936,0.070436,0.085930,0.070513,0.074997,0.071898,0.072347,0.091440,0.070186,0.075053,0.073784,0.074601,0.076348,0.081682,0.073022,0.079869,0.076392,0.073858,0.075211,0.073627,0.072577,0.074881,0.088653,0.076136,0.076306,0.073730,0.085304,0.084579,0.074971,0.078802,0.076651,0.078140,0.074027,0.079828,0.078748,0.071919,0.080703,0.070490,0.070476,0.074036,0.074370,0.071384,0.070329,0.074626,
0.077315,0.082223,0.079698,0.078551,0.088302,0.078639,0.077429,0.097428,0.079565,0.077856,0.085852,0.084286,0.085346,0.090828,0.076491,0.080358,0.078858,0.077233,0.078636,0.080962,0.078971,0.080701,0.081698,0.079732,0.078851,0.083021,0.080274,0.081041,0.079984,0.080654,0.075415,0.081001,0.077346,0.079128,0.075182,0.079884,0.088139,0.081375,0.081307,0.076797,0.079113,0.077757,0.077701,0.081838,0.082022,0.082495,0.080766,0.097197,0.079705,0.078630,0.082931,0.081993,0.082875,0.076647,0.080158,0.079103,0.080485,0.089557,0.077212,0.081627,0.081342,0.078043,0.076169,0.072966,0.078106,0.077774,0.082450,0.077711,0.079853,0.085261,0.083531,0.078929,0.080323,0.079450,0.085295,0.085569,0.084711,0.080287,0.076605,0.087797,0.080021,0.082303,0.081327,0.082796,0.086540,0.077022,0.079597,0.076802,0.083818,0.076479,0.080274,0.081756,0.082937,0.078197,0.075637,0.081013,0.079490,0.080789,0.077475,0.086056,
0.086329,0.084295,0.088929,0.083441,0.085202,0.088279,0.089086,0.089604,0.090774,0.088283,0.088992,0.086404,0.091094,0.090367,0.088596,0.087597,0.087708,0.093048,0.091110,0.088176,0.087317,0.089196,0.095070,0.085664,0.088551,0.089021,0.085011,0.090293,0.102661,0.088913,0.081645,0.085771,0.084557,0.085603,0.088673,0.083996,0.086720,0.087507,0.086351,0.087091,0.087210,0.088751,0.090748,0.084925,0.083802,0.090753,0.080795,0.094087,0.085221,0.090107,0.084356,0.087521,0.088606,0.087682,0.091739,0.091131,0.093791,0.085975,0.086492,0.083681,0.103683,0.092212,0.085840,0.088656,0.091011,0.087190,0.089381,0.104277,0.082706,0.099621,0.093760,0.086227,0.089469,0.092532,0.089309,0.090529,0.090020,0.083849,0.083864,0.093402,0.083777,0.101686,0.088498,0.091152,0.087799,0.085980,0.084180,0.098441,0.091227,0.081571,0.089806,0.108167,0.090796,0.099357,0.089783,0.086556,0.088562,0.089414,0.095782,0.092480,
0.096528,0.098120,0.096371,0.097840,0.131658,0.100311,0.098816,0.092978,0.098912,0.096126,0.112749,0.096536,0.094846,0.096852,0.095207,0.097195,0.093489,0.096155,0.098208,0.093490,0.096991,0.098328,0.100430,0.102069,0.096902,0.099939,0.099916,0.094834,0.101244,0.093252,0.099201,0.098541,0.099625,0.094969,0.102615,0.096287,0.096380,0.094689,0.102564,0.100341,0.113458,0.098642,0.106792,0.100333,0.094567,0.105779,0.099101,0.091036,0.098084,0.095408,0.100829,0.094795,0.112951,0.111158,0.099788,0.097474,0.096134,0.095698,0.093958,0.088946,0.095601,0.097762,0.097857,0.096194,0.099816,0.094539,0.103398,0.100997,0.099542,0.107979,0.099071,0.101393,0.102956,0.098544,0.101149,0.094589,0.102513,0.093956,0.099417,0.094979,0.093934,0.102426,0.097268,0.096526,0.110925,0.098969,0.099493,0.098633,0.101935,0.098526,0.095967,0.104510,0.107423,0.097670,0.110531,0.099184,0.103296,0.102219,0.101943,0.099666,
0.109418,0.107821,0.113996,0.111407,0.106972,0.107572,0.095248,0.112646,0.124770,0.113604,0.111595,0.107595,0.116587,0.106967,0.114864,0.112306,0.112220,0.114560,0.118116,0.108232,0.110978,0.108478,0.109936,0.110156,0.108966,0.103992,0.113731,0.114617,0.120227,0.110845,0.111814,0.109496,0.108136,0.112549,0.108760,0.105256,0.108266,0.116410,0.110898,0.111004,0.110993,0.108724,0.110777,0.108691,0.111526,0.109837,0.112649,0.105568,0.107486,0.106389,0.110238,0.109309,0.106071,0.105255,0.108022,0.111077,0.109951,0.104181,0.105774,0.107432,0.110642,0.111939,0.109294,0.109619,0.109505,0.111028,0.106811,0.114903,0.106886,0.111851,0.117909,0.109348,0.108120,0.108999,0.113454,0.109333,0.113970,0.111599,0.108627,0.109467,0.108266,0.113960,0.109540,0.108145,0.104161,0.106701,0.110845,0.109957,0.106745,0.119661,0.112399,0.112462,0.106853,0.109866,0.119144,0.110915,0.119561,0.109956,0.110800,0.113959,
0.123595,0.122952,0.136900,0.120513,0.125367,0.121699,0.117041,0.125321,0.118809,0.119490,0.122004,0.124061,0.132377,0.121580,0.122892,0.115426,0.119723,0.127607,0.126322,0.120303,0.121786,0.114229,0.112050,0.128504,0.116129,0.121649,0.125682,0.119633,0.118080,0.132159,0.119983,0.137867,0.130632,0.121669,0.120142,0.123554,0.123735,0.119686,0.118093,0.119492,0.120579,0.119990,0.117063,0.129224,0.128933,0.116478,0.123125,0.124256,0.123402,0.120367,0.123366,0.119043,0.122397,0.120807,0.120338,0.130326,0.118518,0.120596,0.123662,0.122406,0.119509,0.125033,0.120709,0.121647,0.118691,0.121395,0.123621,0.117886,0.122196,0.124371,0.123861,0.117768,0.122754,0.132690,0.124979,0.118952,0.122560,0.139350,0.135932,0.120426,0.125090,0.118001,0.121649,0.117809,0.123160,0.122329,0.121126,0.121755,0.130597,0.119093,0.117898,0.124866,0.124985,0.122836,0.120576,0.121864,0.116853,0.119759,0.123234,0.122587,
